Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2012/5/29,2011/12/16,Ledlink Optics Inc,Mnfr optical prod,3695,Precision/Measuring Test Equip,Foreign,Taiwan,5230,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
Capit",0.066,Comb.,Comb.,,,2.971,Comb.,Comb.,,,0.194,6,7,6,7,66,Ord/Common Shs.,"2,550,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1.71335,1.71335,1.71335,"2,550,000","3,000,000",4.4,,Yes,2550000,"2,550,000",,3000000,1.524,2.473,,,,TOTC,TW0005230007,Y,No,,,,,"3,000,000","2,550,000",Taiwan,,,2012,2550000,3695,3,36
2012/6/6,2011/12/21,Chi Hua Fitness Co Ltd,Mnfr fitness equip,3949,Primary Business not Hi-Tech,Foreign,Taiwan,1593,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Grand",0.094,Comb.,Comb.,,,10.374,Comb.,Comb.,,,0.193,2,2,2,2,27,Ord/Common Shs.,"1,785,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,1785000,"1,785,000",,2100000,1.416,1.039,,,,TOTC,TW0001593002,Y,No,,,,,"2,100,000","1,785,000",Taiwan,,,2012,1785000,3949,3,39
2012/6/12,2012/4/23,Silicon Power Computer&Commun,"Mnfr,whl storage devices",3572,"Other Peripherals
Disk Drives",Foreign,Taiwan,4973,Taiwan OTC,Manufacturing,TAISHIN-SEC,"Taishin Securities Co Ltd
Mast",0.036,Comb.,Comb.,,,3.834,Comb.,Comb.,,,0.178,4,5,4,5,28,Ord/Common Shs.,"4,657,500.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1.01799,1.01799,1.01799,"4,657,500","5,175,000",4.7,,Yes,4657500,"4,657,500",,5175000,0.688,1.082,,,,TOTC,TW0004973003,Y,No,,,,,"5,175,000","4,657,500",Taiwan,,,2012,4657500,3572,3,35
2012/6/22,2011/10/19,Eris Technology Corp,"Mnfr,whl diodes,wafers",3674,"Other Electronics
Precision/Me",Foreign,Taiwan,3675,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
First",0.037,Comb.,Comb.,,,5.57,Comb.,Comb.,,,0.192,3,3,3,3,20,Ord/Common Shs.,"4,455,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4455000,"4,455,000",,4950000,1.98,1.091,,,,TOTC,TW0003675005,Y,No,,,,,"4,950,000","4,455,000",Taiwan,,,2012,4455000,3674,3,36
2012/7/9,2012/3/5,Daxin Materials Corp,Mnfr semiconductor material,2819,Primary Business not Hi-Tech,Foreign,Taiwan,5234,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
M",0.023,Comb.,Comb.,,,2.254,Comb.,Comb.,,,0.192,7,9,7,9,30,Ord/Common Shs.,"7,394,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,7394000,"7,394,000",,8698000,1.648,1.135,,,,TAIWN,TW0005234009,Y,No,,,,,"8,698,000","7,394,000",Taiwan,,,2012,7394000,2819,2,28
2012/7/16,2011/12/22,Microtips Technology Inc,Mnfr elec equip,3699,"Lasers(Excluding Medical)
Supe",Foreign,Taiwan,3285,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Presi",0.038,Comb.,Comb.,,,8.72,Comb.,Comb.,,,0.192,2,2,2,2,13,Ord/Common Shs.,"4,411,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4411000,"4,411,000",,5189000,0.657,0.475,,,,TOTC,TW0003285003,Y,No,,,,,"5,189,000","4,411,000",Taiwan,,,2012,4411000,3699,3,36
2012/8/29,2012/7/10,Sunjuice Holdings Co Ltd,"Prod,whl fruit juice",2037,Primary Business not Hi-Tech,Foreign,China,1256,Taiwan OTC,Manufacturing,MEGA-SEC-LTD,"Mega Securities Co Ltd
Yuanta",0.223,Comb.,Comb.,,,13.333,Comb.,Comb.,,,0.461,3,3,3,3,50,Ord/Common Shs.,"1,800,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,,,,,,,,Yes,1800000,"1,800,000",,1800000,4.941,,,,,TOTC,KYG858681003,Y,No,,,,,"1,800,000","1,800,000",Taiwan,,,2012,1800000,2037,2,20
2012/9/10,2012/5/28,Genesis Genetics Asia Corp,Pvd genetic detecting svcs,8071,"Primary Business not Hi-Tech
R",Foreign,Taiwan,4160,Taiwan OTC,Healthcare,ORISEC,"Oriental Securities Corp
Yuant",0.072,Comb.,Comb.,,,6.069,Comb.,Comb.,,,0.194,3,3,3,3,35,Ord/Common Shs.,"2,354,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2354000,"2,354,000",,2769000,0.945,1.516,,,,TOTC,TW0004160007,Y,No,,,,,"2,769,000","2,354,000",Taiwan,,,2012,2354000,8071,8,80
2012/9/10,2012/4/11,TTFB Co Ltd,"Own,op restaurants",5812,Primary Business not Hi-Tech,Foreign,Taiwan,2729,Taiwan OTC,Restaurant/Hotel,CSCORP,"Capital Securities Corp
Taishi",0.036,Comb.,Comb.,,,0.486,Comb.,Comb.,,,0.194,35,41,35,41,220,Ord/Common Shs.,"4,675,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4675000,"4,675,000",,5500000,7.428,8.638,,,,TOTC,TW0002729001,Y,No,,,,,"5,500,000","4,675,000",Taiwan,,,2012,4675000,5812,5,58
2012/9/11,2012/4/26,PharmaEngine Inc,Mnfr pharm,2834,"General Pharmaceuticals
Medici",Foreign,Taiwan,4162,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Grand",0.018,Comb.,Comb.,,,0.631,Comb.,Comb.,,,0.184,27,31,27,31,86,Ord/Common Shs.,"9,209,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,9209000,"9,209,000",,10834000,5.472,4.429,,,,TOTC,TW0004162003,Y,No,,,,,"10,834,000","9,209,000",Taiwan,,,2012,9209000,2834,2,28
2012/9/12,2012/4/26,SolidWizard Technology Co Ltd,"Dvlp,whl prepackaged software",7372,Applications Software(Business,Foreign,Taiwan,8416,Taiwan OTC,Pers/Bus/Rep Svc,MASTERLINK-SEC,"Masterlink Securities Co
Capit",0.084,Comb.,Comb.,,,4.988,Comb.,Comb.,,,0.186,3,4,3,4,50,Ord/Common Shs.,"2,005,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2005000,"2,005,000",,2358000,3.087,2.373,,,,TOTC,TW0008416009,Y,No,,,,,"2,358,000","2,005,000",Taiwan,,,2012,2005000,7372,7,73
2012/9/28,2012/4/23,Primax Electronics Ltd,Magnetic and Optical Recording,3577,Primary Business not Hi-Tech,Foreign,Taiwan,4915,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
Taish",0.009,Comb.,Comb.,,,1.087,Comb.,Comb.,,,0.196,16,18,16,18,23,Ord/Common Shs.,"20,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,"20,000,000",,,Yes,20000000,"20,000,000",,23529000,1.131,0.923,,,,TAIWN,TW0004915004,Y,No,,,,,"23,529,000","20,000,000",Taiwan,,,2012,20000000,3577,3,35
2012/10/11,2012/4/16,UDE Corp,"Mnfr,whl multi-port connectors",3678,"Semiconductors
Superconductors",Foreign,Taiwan,3689,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
Grand",0.032,Comb.,Comb.,,,1.898,Comb.,Comb.,,,0.197,9,11,9,11,50,Ord/Common Shs.,"5,270,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1.8333,1.8333,1.8333,"5,270,000","6,200,000",9.7,,Yes,5270000,"5,270,000",,6200000,1.91,2.379,,,,TOTC,TW0003689006,Y,No,,,,,"6,200,000","5,270,000",Taiwan,,,2012,5270000,3678,3,36
2012/10/31,2012/3/29,Taiwan Taxi Co Ltd,Pvd taxi svcs,4121,Primary Business not Hi-Tech,Foreign,Taiwan,2640,Taiwan OTC,Transportation,CAPITAL-SEC-TH,"Capital Securities Co Ltd
Pres",0.052,Comb.,Comb.,,,2.095,Comb.,Comb.,,,0.187,8,10,8,10,72,Ord/Common Shs.,"3,315,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3315000,"3,315,000",,3889700,2.537,2.793,,,,TOTC,TW0002640000,Y,No,,,,,"3,889,700","3,315,000",Taiwan,,,2012,3315000,4121,4,41
2012/11/8,2012/5/29,INTAI Technology Corp,"Mnfr,whl med equip",3841,Primary Business not Hi-Tech,Foreign,Taiwan,4163,Taiwan OTC,Manufacturing,TAISHIN-SEC,"Taishin Securities Co Ltd
Mega",0.059,Comb.,Comb.,,,2.451,Comb.,Comb.,,,0.183,7,8,7,8,70,Ord/Common Shs.,"2,914,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2914000,"2,914,000",,3238000,3.685,4.234,,,,TOTC,TW0004163001,Y,No,,,,,"3,238,000","2,914,000",Taiwan,,,2012,2914000,3841,3,38
2012/11/13,2012/6/14,ThinTech Materials Technology,"Mnfr,whl semiconductors",3674,"Semiconductors
Superconductors",Foreign,Taiwan,3663,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
T",0.04,Comb.,Comb.,,,5.508,Comb.,Comb.,,,0.198,3,4,3,4,21,Ord/Common Shs.,"4,323,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4323000,"4,323,000",,5085000,0.522,0.756,,,,TOTC,TW0003663001,Y,No,,,,,"5,085,000","4,323,000",Taiwan,,,2012,4323000,3674,3,36
2012/11/16,2012/5/4,Xu Yuan Packaging Technology,Mnfr label machines,3565,Other Peripherals,Foreign,Taiwan,8421,Taiwan OTC,Manufacturing,FIRST-SEC-INC,"First Securities Inc
Hua Nan S",0.045,Comb.,Comb.,,,5.962,Comb.,Comb.,,,0.191,3,3,3,3,22,Ord/Common Shs.,"3,812,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3812000,"3,812,000",,4236000,0.544,0.754,,,,TOTC,TW0008421009,Y,No,,,,,"4,236,000","3,812,000",Taiwan,,,2012,3812000,3565,3,35
2012/11/19,2012/3/29,Hakers Enterprise Co Ltd,"Mnfr,whl clothes",2329,Primary Business not Hi-Tech,Foreign,Taiwan,4432,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
First",0.05,Comb.,Comb.,,,4.43,Comb.,Comb.,,,0.197,4,4,4,4,33,Ord/Common Shs.,"3,420,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3420000,"3,420,000",,3800000,1.205,1.233,,,,TOTC,TW0004432000,Y,No,,,,,"3,800,000","3,420,000",Taiwan,,,2012,3420000,2329,2,23
2012/11/19,2012/6/11,JSW Pacific Corp,"Mnfr,whl security electn prod",3651,"Primary Business not Hi-Tech
O",Foreign,Taiwan,5251,Taiwan OTC,Manufacturing,FIRST-SECURITI,"First Securities Inc
Ta Chong",0.1,Comb.,Comb.,,,7.659,Comb.,Comb.,,,0.189,2,3,2,3,38,Ord/Common Shs.,"1,718,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,0.83515,0.83515,0.83515,,,,,Yes,1718000,"1,718,000",,2021000,0.799,1.509,,,,TOTC,TW0005251003,Y,No,,,,,"2,021,000","1,718,000",Taiwan,,,2012,1718000,3651,3,36
2012/11/26,2012/5/31,Browave Corp,"Mnfr,whl semiconductors",3674,"Semiconductors
Other Electroni",Foreign,Taiwan,3163,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
B",0.032,Comb.,Comb.,,,4.078,Comb.,Comb.,,,0.175,4,5,4,5,23,Ord/Common Shs.,"5,331,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,5331000,"5,331,000",,5924000,1.305,1.038,,,,TOTC,TW0003163002,Y,No,,,,,"5,924,000","5,331,000",Taiwan,,,2012,5331000,3674,3,36
2012/12/11,2012/3/30,Allied Circuit Co Ltd,"Mnfr,whl printed circuit board",3672,"Printed Circuit Boards
Semicon",Foreign,Taiwan,8155,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
F",0.051,Comb.,Comb.,,,6.128,Comb.,Comb.,,,0.172,3,3,3,3,24,Ord/Common Shs.,"3,400,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3400000,"3,400,000",,4000000,2.398,1.002,,,,TOTC,TW0008155003,Y,No,,,,,"4,000,000","3,400,000",Taiwan,,,2012,3400000,3672,3,36
2012/12/11,2012/4/9,Brogent Technologies Inc,Dvlp mobile software,7372,Applications Software(Business,Foreign,Taiwan,5263,Taiwan OTC,Pers/Bus/Rep Svc,TAISHIN-SEC,"Taishin Securities Co Ltd
Shin",0.068,Comb.,Comb.,,,3.386,Comb.,Comb.,,,0.186,5,6,5,6,58,Ord/Common Shs.,"2,546,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2546000,"2,546,000",,2829000,8.987,2.513,,,,TOTC,TW0005263008,Y,No,,,,,"2,829,000","2,546,000",Taiwan,,,2012,2546000,7372,7,73
2012/12/11,2012/3/5,GlycoNex Inc,"Mnfr,whl pharm",2834,"Over-The-Counter Drugs
General",Foreign,Taiwan,4168,Taiwan OTC,Manufacturing,TAISHIN-SEC,"Taishin Securities Co Ltd
KGI",0.05,Comb.,Comb.,,,1.361,Comb.,Comb.,,,0.197,13,14,13,14,106,Ord/Common Shs.,"3,465,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3465000,"3,465,000",,3850000,0.769,5.216,,,,TOTC,TW0004168000,Y,No,,,,,"3,850,000","3,465,000",Taiwan,,,2012,3465000,2834,2,28
2012/12/11,2011/8/23,Wellpool Co Ltd,"Mnfr,whl constr board",3275,Primary Business not Hi-Tech,Foreign,Taiwan,8424,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
First",0.058,Comb.,Comb.,,,5.992,Comb.,Comb.,,,0.198,3,3,3,3,28,Ord/Common Shs.,"2,980,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2980000,"2,980,000",,3312000,1.535,1.069,Goldsun Dvlp & Constr Co Ltd,,,TOTC,TW0008424003,Y,No,,,,,"3,312,000","2,980,000",Taiwan,,,2012,2980000,3275,3,32
2012/12/12,2012/3/19,Bon Fame Co Ltd,Whl women's accessories,5137,Primary Business not Hi-Tech,Foreign,Taiwan,8433,Taiwan OTC,Wholesale,FUBON,"Fubon Securities Co Ltd
Master",0.033,Comb.,Comb.,,,3.467,Comb.,Comb.,,,0.198,5,6,5,6,28,Ord/Common Shs.,"5,150,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,5150000,"5,150,000",,5722000,2.739,0.895,,,,TOTC,TW0008433004,Y,No,,,,,"5,722,000","5,150,000",Taiwan,,,2012,5150000,5137,5,51
2012/12/14,2012/3/20,Taiwan Liposome Co Ltd,Biotechnology company,2836,"Other Biotechnology
Research &",Foreign,Taiwan,4152,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
IBT Se",0.044,Comb.,Comb.,,,0.805,Comb.,Comb.,,,0.198,21,25,21,25,158,Ord/Common Shs.,"3,929,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3929000,"3,929,000",,4622000,2.603,9.571,,,,TOTC,TW0004152004,Y,No,,,,,"4,622,000","3,929,000",Taiwan,,,2012,3929000,2836,2,28
2012/12/19,2012/7/3,Aeon Motor Co Ltd,"Mnfr,whl motorcycles,parts",3751,Primary Business not Hi-Tech,Foreign,Taiwan,1599,Taiwan OTC,Manufacturing,PRESIDENT-SEC,"President Securities Corp
Conc",0.085,Comb.,Comb.,,,4.122,Comb.,Comb.,,,0.317,7,7,7,7,60,Ord/Common Shs.,"3,235,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3235000,"3,235,000",,3595000,1.413,2.107,,,,TOTC,TW0001599009,Y,No,,,,,"3,595,000","3,235,000",Taiwan,,,2012,3235000,3751,3,37
2012/12/22,2012/6/21,Chieftek Precision Co Ltd,"Mnf,whl mach tools",3545,Primary Business not Hi-Tech,Foreign,Taiwan,1597,Taiwan OTC,Manufacturing,FIRST-SECURITI,"First Securities Inc
Hua Nan S",0.041,Comb.,Comb.,,,2.998,Comb.,Comb.,,,0.189,6,6,6,6,40,Ord/Common Shs.,"4,169,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4169000,"4,169,000",,4633000,3.227,1.62,,,,TOTC,TW0001597003,Y,No,,,,,"4,633,000","4,169,000",Taiwan,,,2012,4169000,3545,3,35
2012/12/22,2012/3/24,Zimmite Taiwan Ltd,"Mnfr,whl water treatment chem",2819,Primary Business not Hi-Tech,Foreign,Taiwan,8435,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Orient",0.058,Comb.,Comb.,,,4.445,Comb.,Comb.,,,0.198,4,5,4,5,38,Ord/Common Shs.,"2,960,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2960000,"2,960,000",,3482000,1.714,1.355,,,,TOTC,TW0008435009,Y,No,,,,,"3,482,000","2,960,000",Taiwan,,,2012,2960000,2819,2,28
2013/1/23,2012/3/26,The Eslite Spectrum Corp,"Own,op department stores",5311,Primary Business not Hi-Tech,Foreign,Taiwan,2926,Taiwan OTC,Retail,CATHAY-SEC,"Cathay Securities Corp
Yuanta",0.049,Comb.,Comb.,,,0.912,                             .,Comb.,,,0.198,19,22,19,22,156,Ord/Common Shs.,"3,514,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3514000,3514000,,4133000,5,7,Eslite Corp,,,TOTC,TW0002926003,Y,No,,,,                             .,4133000,3514000,Taiwan,,,2013,3514000,5311,5,53
2013/1/23,2012/5/11,Cowealth Medical Holding Co,"Whl med equip,supplies",5047,Primary Business not Hi-Tech,Foreign,China,4745,Taiwan OTC,Wholesale,HORIZON-SEC,"Horizon Securities Co Ltd
Ta C",0.045,Comb.,Comb.,,,2.033,                             .,Comb.,,,0.269,12,12,12,12,64,Ord/Common Shs.,"5,397,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5397000,5397000,,5397000,1,3,,,,TOTC,KYG248111042,Y,No,,,,                             .,5397000,5397000,Taiwan,,,2013,5397000,5047,5,50
2013/4/11,2012/3/6,CTI Traffic Industries Co Ltd,"Mnfr,whl engine components",3592,Primary Business not Hi-Tech,Foreign,Taiwan,2230,Taiwan OTC,Manufacturing,JIH-SUN-SEC,"Jih Sun Securities Co Ltd
Hua",na,,,,,na,                             .,,,,,2,2,2,2,14,Ord/Common Shs.,"3,480,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3480000,3480000,,4000000,0,1,,,,TOTC,TW0002230000,Y,No,,,,                             .,4000000,3480000,Taiwan,,,2013,3480000,3592,3,35
2013/4/23,2012/11/26,ASPEED Technology Inc,Mnfr chips,3679,"Superconductors
Semiconductors",Foreign,Taiwan,5274,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
KGI S",0.136,Comb.,Comb.,,,3.676,                             .,Comb.,,,0.263,6,8,6,8,110,Ord/Common Shs.,"1,731,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,3,3,3,1731000,2036000,5,                             .,Yes,1731000,1731000,,2036000,23,6,,,,TOTC,TW0005274005,Y,No,,,,                             .,2036000,1731000,Taiwan,,,2013,1731000,3679,3,36
2013/4/23,2012/5/14,Nextronics Engineering Corp,"Mnfr,whl connectors",3679,"Superconductors
Semiconductors",Foreign,Taiwan,8147,Taiwan OTC,Manufacturing,CSCORP,"Capital Securities Corp
Jih Su",0.113,Comb.,Comb.,,,19.188,                             .,Comb.,,,0.19,1,1,1,1,18,Ord/Common Shs.,"1,489,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,1489000,1489000,,1751000,1,1,,,,TOTC,TW0008147000,Y,No,,,,                             .,1751000,1489000,Taiwan,,,2013,1489000,3679,3,36
2013/4/29,2012/7/25,ARBOR Technology Corp,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3594,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Fubon",0.037,Comb.,Comb.,,,5.747,                             .,Comb.,,,0.195,3,3,3,3,19,Ord/Common Shs.,"4,579,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4579000,4579000,,5386000,1,1,,,,TOTC,TW0003594008,Y,No,,,,                             .,5386000,4579000,Taiwan,,,2013,4579000,3674,3,36
2013/5/16,2012/10/11,DIVA Laboratories Ltd,"Mnfr,whl medical equipment",3841,General Med. Instruments/Supp.,Foreign,Taiwan,4153,Taiwan OTC,Manufacturing,CSCORP,"Capital Securities Corp
Fubon",0.075,Comb.,Comb.,,,7.802,                             .,Comb.,,,0.192,2,3,2,3,29,Ord/Common Shs.,"2,210,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,2210000,2600000,                             .,                             .,Yes,2210000,2210000,,2600000,1,2,,,,TOTC,TW0004153002,Y,No,,,,                             .,2600000,2210000,Taiwan,,,2013,2210000,3841,3,38
2013/5/23,2012/8/28,AMICCOM Electronics Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,5272,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Grand",0.048,Comb.,Comb.,,,4.309,                             .,Comb.,,,0.192,4,5,4,5,34,Ord/Common Shs.,"3,464,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3464000,3464000,,4075000,2,1,,,,TOTC,TW0005272009,Y,No,,,,                             .,4075000,3464000,Taiwan,,,2013,3464000,3674,3,36
2013/5/27,2011/5/16,Sinher Technology Inc,"Mnfr,whl hinges",3577,Other Peripherals,Foreign,Taiwan,4999,Taiwan OTC,Manufacturing,MEGA-SEC-LTD,"Mega Securities Co Ltd
Fubon S",0.029,Comb.,Comb.,,,1.34,                             .,Comb.,,,0.189,12,14,13,14,64,Ord/Common Shs.,"5,850,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5850000,5850000,,6500382,2,3,,,,TAIWN,TW0004999008,Y,No,,,,                             .,6500382,5850000,Taiwan,,,2013,5850000,3577,3,35
2013/5/28,2012/8/28,Sunfun Info Co Ltd,Pvd social networking svcs,7375,"Networking Systems (LAN,WAN)
I",Foreign,Taiwan,5278,Taiwan OTC,Pers/Bus/Rep Svc,JIH-SUN-SEC,"Jih Sun Securities Co Ltd
Gran",0.163,Comb.,Comb.,,,2.989,                             .,Comb.,,,0.182,6,7,6,7,164,Ord/Common Shs.,"1,020,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,1020000,1020000,,1200000,2,6,,,,TOTC,TW0005278006,Y,No,,,,                             .,1200000,1020000,Taiwan,,,2013,1020000,7375,7,73
2013/6/7,2012/3/21,Tons Lightology Inc,"Mnfr,whl LED lighting fixtures",3674,Semiconductors,Foreign,Taiwan,4972,Taiwan OTC,Manufacturing,HORIZON-SEC,"Horizon Securities Co Ltd
Yuan",0.05,Comb.,Comb.,,,4.828,                             .,Comb.,,,0.193,3,4,4,4,31,Ord/Common Shs.,"3,341,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3341000,3341000,,3930000,1,1,,,,TOTC,TW0004972005,Y,No,,,,                             .,3930000,3341000,Taiwan,,,2013,3341000,3674,3,36
2013/6/18,2012/4/12,Z-Com Inc,Mnfr wireless networking prod,3699,Semiconductors,Foreign,Taiwan,8176,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
ChinaT",0.033,Comb.,Comb.,,,6.649,                             .,Comb.,,,0.295,4,4,4,4,15,Ord/Common Shs.,"8,021,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,8021000,8021000,,8913000,0,1,,,,TOTC,TW0008176009,Y,No,,,,                             .,8913000,8021000,Taiwan,,,2013,8021000,3699,3,36
2013/6/19,2013/4/26,Bioptik Technology Inc,"Mnfr,whl surgical instruments",3841,General Med. Instruments/Supp.,Foreign,Taiwan,4161,Taiwan OTC,Manufacturing,GRAND-FORTUNE,"Grand Fortune Sec Co Ltd
First",0.044,Comb.,Comb.,,,3.437,                             .,Comb.,,,0.168,5,6,5,6,38,Ord/Common Shs.,"3,828,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,3828000,4503000,5,                             .,Yes,3828000,3828000,,4503000,2,2,,,,TOTC,TW0004161005,Y,No,,,,                             .,4503000,3828000,Taiwan,,,2013,3828000,3841,3,38
2013/7/29,2012/8/23,Asia Pacific Telecom Co Ltd,Pvd telecommunications svcs,4812,Telecommunications Equipment,Foreign,Taiwan,3682,Taiwan OTC,Radio/TV/Telecom,MASTERLINK-SEC,"Masterlink Securities Co
China",0.009,Comb.,Comb.,,,2.211,                             .,Comb.,,,0.192,8,9,8,9,12,Ord/Common Shs.,"18,383,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,18383000,18383000,,21627000,0,0,,,,TOTC,TW0003682001,Y,No,,,,                             .,21627000,18383000,Taiwan,,,2013,18383000,4812,4,48
