Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2004/11/29,2004/11/29,Integrated Service Tech Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3289,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Pres",na,,,,,na,,,,,,4,4,4,4,48,Ord/Common Shs.,"2,605,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"2,605,000","2,605,000",,2605000,3.847,1.396,,,,TOTC,TW0003289005,Y,No,,,,,"2,605,000","2,605,000",Taiwan,,,2004,2605000,3674,3,36
2004/11/30,2004/11/30,Unifosa Corp,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,8277,Taiwan OTC,Manufacturing,JIH-SUN-SEC,"Jih Sun Securities Co Ltd
Mast",na,,,,,na,,,,,,3,3,3,3,28,Ord/Common Shs.,"3,750,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"3,750,000","3,750,000",,3750000,0.32,0.811,,,,TOTC,TW0008277005,Y,No,,,,,"3,750,000","3,750,000",Taiwan,,,2004,3750000,3674,3,36
2004/12/1,2004/12/1,Adda Corp,"Mnfr,whl fans",3564,Primary Business not Hi-Tech,Foreign,Taiwan,3071,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Relian",na,,,,,na,,,,,,3,3,3,3,16,Ord/Common Shs.,"6,942,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"6,942,000","6,942,000",,6942000,0.65,0.466,,,,TOTC,TW0003071007,Y,No,,,,,"6,942,000","6,942,000",Taiwan,,,2004,6942000,3564,3,35
2004/12/6,2004/12/6,Enermax Technology Corp,Mnfr computer prod,3577,Other Peripherals,Foreign,Taiwan,8093,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Presi",na,,,,,na,,,,,,3,3,3,3,21,Ord/Common Shs.,"3,879,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"3,879,000","3,879,000",,3879000,0.238,0.657,,,,TOTC,TW0008093006,Y,No,,,,,"3,879,000","3,879,000",Taiwan,,,2004,3879000,3577,3,35
2004/12/7,2004/12/7,ENG Electric Co Ltd,"Mnfr,whl power supplies",3679,Semiconductors,Foreign,Taiwan,8287,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Orient",na,,,,,na,,,,,,2,2,2,2,31.5,Ord/Common Shs.,"2,115,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"2,115,000","2,115,000",,2115000,0.411,1.059,,,,TOTC,TW0008287004,Y,No,,,,,"2,115,000","2,115,000",Taiwan,,,2004,2115000,3679,3,36
2004/12/8,2004/12/8,Ardentec Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3264,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
C",na,,,,,na,,,,,,4,4,4,4,16,Ord/Common Shs.,"8,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"8,000,000","8,000,000",,8000000,1.046,0.537,,,,TOTC,TW0003264008,Y,No,,,,,"8,000,000","8,000,000",Taiwan,,,2004,8000000,3674,3,36
2004/12/16,2004/12/16,Yeu Hwan Technology Corp Ltd,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3276,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Polaris Secu",na,,,,,na,,,,,,4,4,4,4,35,Ord/Common Shs.,"4,063,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"4,063,000","4,063,000",,4063000,0.502,1.018,,,,TOTC,TW0003276002,Y,No,,,,,"4,063,000","4,063,000",Taiwan,,,2004,4063000,3674,3,36
2004/12/22,2004/12/22,Thunder Tiger Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8033,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
F",na,,,,,na,,,,,,4,4,4,4,20,Ord/Common Shs.,"5,905,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"5,905,000","5,905,000",,5905000,0.337,0.671,,,,TOTC,TW0008033002,Y,No,,,,,"5,905,000","5,905,000",Taiwan,,,2004,5905000,3674,3,36
2004/12/27,2004/12/27,Princo Corp,Compact Disc Recordable,3695,Primary Business not Hi-Tech,Foreign,Taiwan,8053,Taiwan OTC,Manufacturing,YUANTA-CORE,Yuanta-Corepacific Securities,na,,,,,na,,,,,,16,16,16,16,50,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"10,000,000","10,000,000",,10000000,0.021,1.458,,,,TOTC,TW0008053000,Y,No,,,,,"10,000,000","10,000,000",Taiwan,,,2004,10000000,3695,3,36
2004/12/30,2004/12/30,PCHome Online Inc,Provide ecommerce retail servi,7375,Internet Services & Software,Foreign,Taiwan,8044,Taiwan OTC,Pers/Bus/Rep Svc,TAIWAN-SEC,"Taiwan Securities
Shinkong Sec",na,,,,,na,,,,,,8,8,8,8,26.37,Ord/Common Shs.,"9,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"9,500,000","9,500,000",,9500000,5.438,0.887,,,,TOTC,TW0008044009,Y,No,,,,,"9,500,000","9,500,000",Taiwan,,,2004,9500000,7375,7,73
2004/12/31,2004/12/31,Higher Way Electronic Co Ltd,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3268,Taiwan OTC,Manufacturing,FUHHWA,"Fuh-Hwa Securities Finance
Mas",na,,,,,na,,,,,,1,1,1,1,27,Ord/Common Shs.,"1,268,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"1,268,000","1,268,000",,1268000,0.436,0.79,,,,TOTC,TW0003268009,Y,No,,,,,"1,268,000","1,268,000",Taiwan,,,2004,1268000,3674,3,36
2005/1/1,2005/1/1,Solar Applied Materials Tech,"Mnfr,whl thin film targets",3674,"Semiconductors
Other Electroni",Foreign,Taiwan,1785,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
Pacifi",na,,,,,na,,,,,,9,9,9,9,45,Ord/Common Shs.,"6,169,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,6169000,6169000,                             .,6169000,0,1,,,,TOTC,TW0001785004,Y,No,,,,,6169000,6169000,Taiwan,,,2005,6169000,3674,3,36
2005/1/6,2005/1/6,Channel Well Technology Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3078,Taiwan OTC,Manufacturing,JIH-SUN-SEC,"Jih Sun Securities Co Ltd
Pola",na,,,,,na,,,,,,7,7,7,7,23,Ord/Common Shs.,"10,240,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,10240000,10240000,                             .,10240000,1,1,,,,TOTC,TW0003078002,Y,No,,,,,10240000,10240000,Taiwan,,,2005,10240000,3674,3,36
2005/1/15,2005/1/15,Acme Electronics Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8121,Taiwan OTC,Manufacturing,YUANTA-CORE,"Yuanta-Corepacific Securities
",na,,,,,na,,,,,,5,5,5,5,15,Ord/Common Shs.,"11,389,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,11389000,11389000,                             .,11389000,1,1,,,,TOTC,TW0008121005,Y,No,,,,,11389000,11389000,Taiwan,,,2005,11389000,3674,3,36
2005/1/25,2005/1/25,RDC Semiconductor Co Ltd,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3228,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Orient",na,,,,,na,,,,,,2,2,2,2,19,Ord/Common Shs.,"3,510,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3510000,3510000,                             .,3510000,1,1,,,,TOTC,TW0003228003,Y,No,,,,,3510000,3510000,Taiwan,,,2005,3510000,3674,3,36
2005/2/2,2005/2/2,Munsin Garment Corp,"Mnfr,whl apparels",2254,Primary Business not Hi-Tech,Foreign,Taiwan,2916,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Conc",na,,,,,na,,,,,,2,2,2,2,21,Ord/Common Shs.,"2,963,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2963000,2963000,                             .,2963000,1,                             .,,,,TOTC,TW0002916004,Y,No,,,,,2963000,2963000,Taiwan,,,2005,2963000,2254,2,22
2005/2/16,2005/2/16,Powertech Industrial Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3296,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Polari",na,,,,,na,,,,,,11,11,11,11,55,Ord/Common Shs.,"6,150,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,6150000,6150000,                             .,6150000,1,2,,,,TOTC,TW0003296000,Y,No,,,,,6150000,6150000,Taiwan,,,2005,6150000,3674,3,36
2005/2/22,2005/2/22,Jingo Digital Inc,"Mnfr,whl multi-media products",3652,Other Software (inq. Games),Foreign,Taiwan,9946,Taiwan OTC,Manufacturing,INTESE,"International Securities
Polar",na,,,,,na,,,,,,1,1,1,1,14,Ord/Common Shs.,"2,363,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2363000,2363000,                             .,2363000,0,0,,,,TOTC,TW0009946004,Y,No,,,,,2363000,2363000,Taiwan,,,2005,2363000,3652,3,36
2005/2/22,2005/2/22,Power Mate Technology Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8109,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
S",na,,,,,na,,,,,,1,1,1,1,15,Ord/Common Shs.,"2,558,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2558000,2558000,                             .,2558000,2,1,,,,TOTC,TW0008109000,Y,No,,,,,2558000,2558000,Taiwan,,,2005,2558000,3674,3,36
2005/2/22,2005/2/22,Top High Image Corp,"Mnfr,whl printing plates",3559,Primary Business not Hi-Tech,Foreign,Taiwan,3284,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Orient",na,,,,,na,,,,,,2,2,2,2,20,Ord/Common Shs.,"3,328,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3328000,3328000,                             .,3328000,1,1,,,,TOTC,TW0003284006,Y,No,,,,,3328000,3328000,Taiwan,,,2005,3328000,3559,3,35
2005/3/1,2005/3/1,Info-Tek Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8183,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Capita",na,,,,,na,,,,,,3,3,3,3,11,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,10000000,10000000,                             .,10000000,1,                             .,,,,TOTC,TW0008183005,Y,No,,,,,10000000,10000000,Taiwan,,,2005,10000000,3674,3,36
2005/3/9,2005/3/9,Trust-Search Corp,"Mnfr,whl printed circuit board",3672,"Printed Circuit Boards
Other E",Foreign,Taiwan,3115,Taiwan OTC,Manufacturing,POLASE,"Polaris Securities Ltd
Fuh-Hwa",na,,,,,na,,,,,,1,1,1,1,13,Ord/Common Shs.,"1,632,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,1632000,1632000,                             .,1632000,0,0,,,,TOTC,TW0003115002,Y,No,,,,,1632000,1632000,Taiwan,,,2005,1632000,3672,3,36
2005/3/11,2005/3/11,Cheer Time Enterprise Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3229,Taiwan OTC,Manufacturing,FUHHWA,"Fuh-Hwa Securities Finance
Con",na,,,,,na,,,,,,5,5,5,5,23,Ord/Common Shs.,"6,390,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,6390000,6390000,                             .,6390000,1,1,,,,TOTC,TW0003229001,Y,No,,,,,6390000,6390000,Taiwan,,,2005,6390000,3674,3,36
2005/3/17,2005/3/17,Hold Jinn Electronics Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3191,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
E Sun",na,,,,,na,,,,,,2,2,2,2,18,Ord/Common Shs.,"3,663,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3663000,3663000,                             .,3663000,1,1,,,,TOTC,TW0003191003,Y,No,,,,,3663000,3663000,Taiwan,,,2005,3663000,3674,3,36
2005/3/24,2005/3/24,Jintex Corp Ltd,Mnfr chemicals,2899,Primary Business not Hi-Tech,Foreign,Taiwan,1787,Taiwan OTC,Manufacturing,FUHHWA,"Fuh-Hwa Securities Finance
Pre",na,,,,,na,,,,,,2,2,3,2,26,Ord/Common Shs.,"2,977,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2977000,2977000,                             .,2977000,1,1,,,,TOTC,TW0001787000,Y,No,,,,,2977000,2977000,Taiwan,,,2005,2977000,2899,2,28
2005/3/31,2005/3/31,Axiomtek Co Ltd,Mnfr indl PCs,3577,"Other Peripherals
Monitors/Ter",Foreign,Taiwan,3088,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
Grand",na,,,,,na,,,,,,9,9,9,9,30,Ord/Common Shs.,"9,700,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,9700000,9700000,                             .,9700000,2,1,,,,TOTC,TW0003088001,Y,No,,,,,9700000,9700000,Taiwan,,,2005,9700000,3577,3,35
2005/3/31,2005/3/31,King Slide Works Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,2059,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
S",na,,,,,na,,,,,,11,11,11,11,106,Ord/Common Shs.,"3,376,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3376000,3376000,                             .,3376000,13,4,,,,TOTC,TW0002059003,Y,No,,,,,3376000,3376000,Taiwan,,,2005,3376000,3674,3,36
2005/4/1,2005/4/1,Chenbro Micom Co Ltd,"Mnfr,whl computer peripherals",3577,Monitors/Terminals,Foreign,Taiwan,8210,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Orient",na,,,,,na,,,,,,3,3,3,3,17,Ord/Common Shs.,"5,536,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5536000,5536000,                             .,5536000,2,1,,,,TOTC,TW0008210006,Y,No,,,,,5536000,5536000,Taiwan,,,2005,5536000,3577,3,35
2005/4/16,2005/4/16,AURAS Technology Co Ltd,"Mnfr,whl cooling modules",3577,Semiconductors,Foreign,Taiwan,3324,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
First Taisec",na,,,,,na,,,,,,6,6,6,6,72,Ord/Common Shs.,"2,700,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2700000,2700000,                             .,2700000,3,2,,,,TOTC,TW0003324000,Y,No,,,,,2700000,2700000,Taiwan,,,2005,2700000,3577,3,35
2005/4/19,2005/4/19,Donpon Precision Inc,"Mnfr,whl molds,plastic parts",2821,Primary Business not Hi-Tech,Foreign,Taiwan,3290,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
First",na,,,,,na,,,,,,2,2,3,2,20,Ord/Common Shs.,"3,870,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3870000,3870000,                             .,3870000,1,                             .,,,,TOTC,TW0003290003,Y,No,,,,,3870000,3870000,Taiwan,,,2005,3870000,2821,2,28
2005/5/9,2005/5/9,Hunt Electronic Co Ltd,Mnfg video security systems,7382,Primary Business not Hi-Tech,Foreign,Taiwan,3297,Taiwan OTC,Pers/Bus/Rep Svc,PRESIDENT-SEC,"President Securities Corp
Fuh-",na,,,,,na,,,,,,3,3,3,3,41,Ord/Common Shs.,"2,316,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2316000,2316000,                             .,2316000,0,1,,,,TOTC,TW0003297008,Y,No,,,,,2316000,2316000,Taiwan,,,2005,2316000,7382,7,73
2005/5/9,2005/5/9,Longwell Co Ltd,"Mnfr,whl electronic components",3678,Other Electronics,Foreign,Taiwan,6290,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Polari",na,,,,,na,,,,,,4,4,4,4,20,Ord/Common Shs.,"6,221,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,6221000,6221000,                             .,6221000,2,1,,,,TOTC,TW0006290000,Y,No,,,,,6221000,6221000,Taiwan,,,2005,6221000,3678,3,36
2005/5/24,2005/5/24,Taiwan Kong King Co Ltd,"Whl,ret electn chem,equip",5065,Primary Business not Hi-Tech,Foreign,Taiwan,3093,Taiwan OTC,Wholesale,SINOPAC-SEC,"SinoPac Securities Corp
Polari",na,,,,,na,,,,,,5,5,5,5,62,Ord/Common Shs.,"2,728,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2728000,2728000,                             .,2728000,1,                             .,,,,TOTC,TW0003093001,Y,No,,,,,2728000,2728000,Taiwan,,,2005,2728000,5065,5,50
2005/5/25,2005/5/25,Wah Hong Industrial Corp,"Mnfr,whl electronic parts",3629,Other Electronics,Foreign,Taiwan,8240,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Polaris Secu",na,,,,,na,,,,,,10,10,10,10,77,Ord/Common Shs.,"4,238,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4238000,4238000,                             .,4238000,1,3,,,,TOTC,TW0008240003,Y,No,,,,,4238000,4238000,Taiwan,,,2005,4238000,3629,3,36
2005/6/3,2005/6/3,De Poan Pneumatic Corp,"Mnfr,whl electrical Appliances",3629,Primary Business not Hi-Tech,Foreign,Taiwan,1570,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Orien",na,,,,,na,,,,,,5,5,5,5,53,Ord/Common Shs.,"2,734,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2734000,2734000,                             .,2734000,1,2,,,,TOTC,TW0001570000,Y,No,,,,,2734000,2734000,Taiwan,,,2005,2734000,3629,3,36
2005/6/3,2005/6/3,Shenmao Technology Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3305,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Orien",na,,,,,na,,,,,,4,4,4,4,30,Ord/Common Shs.,"4,050,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4050000,4050000,                             .,4050000,1,1,,,,TOTC,TW0003305009,Y,No,,,,,4050000,4050000,Taiwan,,,2005,4050000,3674,3,36
2005/6/8,2005/6/8,RoyalTek Co Ltd,Dvlp GPS software,7372,Other Software (inq. Games),Foreign,Taiwan,3306,Taiwan OTC,Pers/Bus/Rep Svc,SINOPAC-SEC,"SinoPac Securities Corp
China",na,,,,,na,,,,,,3,3,3,3,24,Ord/Common Shs.,"4,250,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4250000,4250000,                             .,4250000,1,                             .,,,,TOTC,TW0003306007,Y,No,,,,,4250000,4250000,Taiwan,,,2005,4250000,7372,7,73
2005/6/9,2005/6/9,Aimtron Technology Corp,"Mnfr,whl electn components",3679,Other Electronics,Foreign,Taiwan,3298,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
SinoP",na,,,,,na,,,,,,4,4,4,4,45,Ord/Common Shs.,"2,921,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2921000,2921000,                             .,2921000,                             .,                             .,,,,TOTC,TW0003298006,Y,No,,,,,2921000,2921000,Taiwan,,,2005,2921000,3679,3,36
2005/6/22,2005/6/22,Posiflex Technology Inc,"Mnfr,whl point-of-sale equip",3577,"Other Peripherals
Disk Drives
",Foreign,Taiwan,8114,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Yuanta-Corep",na,,,,,na,,,,,,7,7,7,7,63,Ord/Common Shs.,"3,269,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3269000,3269000,                             .,3269000,4,2,,,,TOTC,TW0008114000,Y,No,,,,,3269000,3269000,Taiwan,,,2005,3269000,3577,3,35
2005/6/29,2005/6/29,High-Tek Harness Enterprise Co,"Mnfr,whl cable assemblies",3357,Semiconductors,Foreign,Taiwan,3202,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Polaris Secu",na,,,,,na,,,,,,3,3,3,3,19,Ord/Common Shs.,"4,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4500000,4500000,                             .,4500000,1,1,,,,TOTC,TW0003202008,Y,No,,,,,4500000,4500000,Taiwan,,,2005,4500000,3357,3,33
2005/7/4,2005/7/4,Bin Chuan Enterprise Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,1569,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
First",na,,,,,na,,,,,,3,3,3,3,28,Ord/Common Shs.,"2,970,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2970000,2970000,                             .,2970000,1,1,,,,TOTC,TW0001569002,Y,No,,,,,2970000,2970000,Taiwan,,,2005,2970000,3674,3,36
2005/7/4,2005/7/4,Bothhand Enterprise Inc,"Mnfr,whl electn components",3679,"Other Electronics
Semiconducto",Foreign,Taiwan,3299,Taiwan OTC,Manufacturing,FTAI-SEC,"First Taisec Securities Inc
Or",na,,,,,na,,,,,,2,2,2,2,14,Ord/Common Shs.,"3,743,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3743000,3743000,                             .,3743000,2,0,,,,TOTC,TW0003299004,Y,No,,,,,3743000,3743000,Taiwan,,,2005,3743000,3679,3,36
2005/7/4,2005/7/4,Tien Liang Bio Tech Co Ltd,Biotechnology company,2836,"Other Biotechnology
Research &",Foreign,Taiwan,4127,Taiwan OTC,Manufacturing,FUHHWA,"Fuh-Hwa Securities Finance
Jih",na,,,,,na,,,,,,2,2,2,2,21,Ord/Common Shs.,"3,375,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3375000,3375000,                             .,3375000,0,1,,,,TOTC,TW0004127006,Y,No,,,,,3375000,3375000,Taiwan,,,2005,3375000,2836,2,28
2005/7/5,2005/7/5,Winstek Semiconductor Corp,Pvd semiconductor testing svcs,8734,Primary Business not Hi-Tech,Foreign,Taiwan,3265,Taiwan OTC,Pers/Bus/Rep Svc,INTESE,"International Securities
Polar",na,,,,,na,,,,,,4,4,4,4,13,Ord/Common Shs.,"9,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,9500000,9500000,                             .,                             .,Yes,9500000,9500000,                             .,9500000,1,                             .,,,,TOTC,TW0003265005,Y,No,,,,,9500000,9500000,Taiwan,,,2005,9500000,8734,8,87
2005/7/13,2005/7/13,Entery Industrial Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,1333,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Master",na,,,,,na,,,,,,5,5,5,5,32,Ord/Common Shs.,"5,074,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5074000,5074000,                             .,5074000,0,1,,,,TOTC,TW0001333003,Y,No,,,,,5074000,5074000,Taiwan,,,2005,5074000,3674,3,36
2005/7/19,2005/7/19,Casing Macron Technology Co,Mnfr computer related equip,3577,Other Peripherals,Foreign,Taiwan,3325,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Intern",na,,,,,na,,,,,,4,4,4,4,32,Ord/Common Shs.,"3,607,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,3607000,3607000,                             .,                             .,Yes,3607000,3607000,                             .,3607000,1,1,,,,TOTC,TW0003325007,Y,No,,,,,3607000,3607000,Taiwan,,,2005,3607000,3577,3,35
2005/8/9,2005/8/9,Ability Optoelectronics Tech,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3362,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Polar",na,,,,,na,,,,,,2,2,2,2,22,Ord/Common Shs.,"2,700,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,2700000,2700000,                             .,                             .,Yes,2700000,2700000,                             .,2700000,2,                             .,,,,TOTC,TW0003362000,Y,No,,,,,2700000,2700000,Taiwan,,,2005,2700000,3674,3,36
